"TransportationMode" "ClassOfWorker" "Sex" "MaritalStatus" "HealthInsurance" "EducationLevel" "HomeOffice" "AgeBracket" "OccupationType" "RelativeIncome" "Tract" "CommuteTime"
"Driving" NA "Female" "Married" "Health Insurance" "High School" "Not Home Office" "60+" NA "Very Low" "Census Tract 76.07, Ventura County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "Bachelor" "Not Home Office" "50-59" "IT" "Rather High" "Census Tract 76.07, Ventura County, California" "No"
"Driving" "Employee" "Female" "Married" "Health Insurance" "High School" "Not Home Office" "50-59" "Other" "Rather Low" "Census Tract 76.07, Ventura County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "High School" "Not Home Office" "30-39" "Other" "Somewhere In The Middle" "Census Tract 76.07, Ventura County, California" "No"
"Driving" "Employee" "Female" "Married" "Health Insurance" "High School" "Not Home Office" "30-39" "Other" "Rather Low" "Census Tract 76.07, Ventura County, California" "No"
"Driving" NA "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "60+" NA "Rather Low" "Census Tract 76.07, Ventura County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "No Education" "Not Home Office" "30-39" "Other" "Rather Low" "Census Tract 76.07, Ventura County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 76.07, Ventura County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 76.07, Ventura County, California" "No"
"Driving" NA "Female" "Not Married" "Health Insurance" "Master" "Not Home Office" "60+" NA "Very Low" "Census Tract 76.07, Ventura County, California" "No"
"Driving" "Employee" "Male" "Separated, Divorced, Widowed" "Health Insurance" "Bachelor" "Not Home Office" "60+" "Other" "Somewhere In The Middle" "Census Tract 76.07, Ventura County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Rather Low" "Census Tract 76.07, Ventura County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "High School" "Not Home Office" "50-59" "Other" "Somewhere In The Middle" "Census Tract 76.07, Ventura County, California" "No"
"Driving" "Employee" "Female" "Married" "Health Insurance" "High School" "Not Home Office" "40-49" "Other" "Somewhere In The Middle" "Census Tract 76.07, Ventura County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 76.07, Ventura County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Research" "Very Low" "Census Tract 29.26, Santa Barbara County, California" "No"
"Biking" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Research" "Very Low" "Census Tract 29.26, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Married" "Health Insurance" "High School" "Not Home Office" "50-59" "Other" "Very Low" "Census Tract 29.26, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "50-59" "Other" "Somewhere In The Middle" "Census Tract 8.04, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "Doctoral or Higher" "Not Home Office" "30-39" "Education" "Somewhere In The Middle" "Census Tract 13.06, Santa Barbara County, California" "Yes"
"Driving" "Freelancer" "Male" "Married" "Health Insurance" "Bachelor" "Not Home Office" "40-49" "Art" "Somewhere In The Middle" "Census Tract 30.01, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Married" "No Health Insurance" "High School" "Not Home Office" "40-49" "Other" "Very Low" "Census Tract 29.24, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Female" "Separated, Divorced, Widowed" "Health Insurance" "High School" "Not Home Office" "30-39" "Other" "Very Low" "Census Tract 29.26, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 29.26, Santa Barbara County, California" "Yes"
"Biking" "Employee" "Male" "Not Married" "Health Insurance" "Master" "Not Home Office" "18-29" "Education" "Rather Low" "Census Tract 29.28, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 29.26, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Female" "Married" "Health Insurance" "No Education" "Not Home Office" "60+" "Other" "Rather Low" "Census Tract 29.28, Santa Barbara County, California" "No"
"Biking" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Rather Low" "Census Tract 29.28, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "Master" "Not Home Office" "18-29" "Education" "Rather Low" "Census Tract 29.28, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Somewhere In The Middle" "Census Tract 29.14, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 29.24, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 29.24, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Not Married" "No Health Insurance" "No Education" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 29.28, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 8.04, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 8.04, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "Bachelor" "Not Home Office" "60+" "Other" "Somewhere In The Middle" "Census Tract 13.06, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Male" "Married" "Health Insurance" "No Education" "Not Home Office" "40-49" "Other" "Rather Low" "Census Tract 8.04, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Rather Low" "Census Tract 8.04, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Male" "Not Married" "No Health Insurance" "No Education" "Not Home Office" "18-29" "Other" "Rather Low" "Census Tract 8.04, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Male" "Not Married" "No Health Insurance" "No Education" "Not Home Office" "50-59" "Other" "Rather Low" "Census Tract 8.04, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Male" "Not Married" "No Health Insurance" "No Education" "Not Home Office" "18-29" "Other" "Rather Low" "Census Tract 8.04, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Male" "Not Married" "No Health Insurance" "No Education" "Not Home Office" "18-29" "Other" "Rather Low" "Census Tract 8.04, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Female" "Separated, Divorced, Widowed" "Health Insurance" "No Education" "Not Home Office" "50-59" "Other" "Very Low" "Census Tract 8.04, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Male" "Married" "Health Insurance" "Master" "Not Home Office" "18-29" "Education" "Rather Low" "Census Tract 8.04, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 3.01, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 3.01, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 3.01, Santa Barbara County, California" "Yes"
"Biking" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 3.01, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "Bachelor" "Not Home Office" "60+" "Higher Management" "Somewhere In The Middle" "Census Tract 30.04, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 3.01, Santa Barbara County, California" "Yes"
"Driving" "Freelancer" "Female" "Married" "Health Insurance" "Doctoral or Higher" "Not Home Office" "60+" "Business Development" "Rather High" "Census Tract 1.03, Santa Barbara County, California" "Yes"
"Biking" "Employee" "Female" "Separated, Divorced, Widowed" "Health Insurance" "Bachelor" "Not Home Office" "30-39" "Higher Management" "Somewhere In The Middle" "Census Tract 17.06, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Separated, Divorced, Widowed" "Health Insurance" "High School" "Not Home Office" "40-49" "Higher Management" "Somewhere In The Middle" "Census Tract 6, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "Bachelor" "Not Home Office" "18-29" "Research" "Rather High" "Census Tract 1.03, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Rather Low" "Census Tract 1.01, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 1.01, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 1.01, Santa Barbara County, California" "Yes"
"Walking" "Employee" "Male" "Separated, Divorced, Widowed" "Health Insurance" "Master" "Not Home Office" "60+" "Education" "Somewhere In The Middle" "Census Tract 29.07, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "Bachelor" "Not Home Office" "30-39" "Other" "Somewhere In The Middle" "Census Tract 12.03, Santa Barbara County, California" "Yes"
"Biking" "Employee" "Male" "Married" "Health Insurance" "Master" "Not Home Office" "30-39" "Education" "Rather Low" "Census Tract 3.02, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Married" "Health Insurance" "Master" "Not Home Office" "18-29" "Education" "Rather Low" "Census Tract 3.02, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Not Married" "No Health Insurance" "Bachelor" "Not Home Office" "18-29" "Other" "Rather Low" "Census Tract 3.02, Santa Barbara County, California" "Yes"
"Biking" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 3.02, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "No Education" "Not Home Office" "18-29" "Other" "Rather Low" "Census Tract 3.02, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 3.02, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "Bachelor" "Not Home Office" "18-29" "Other" "Rather Low" "Census Tract 3.02, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 3.02, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Married" "Health Insurance" "Master" "Not Home Office" "50-59" "Education" "Rather Low" "Census Tract 3.02, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Male" "Separated, Divorced, Widowed" "Health Insurance" "Bachelor" "Not Home Office" "60+" "Other" "Somewhere In The Middle" "Census Tract 13.04, Santa Barbara County, California" "No"
"Walking" "Employee" "Male" "Separated, Divorced, Widowed" "Health Insurance" "Bachelor" "Not Home Office" "30-39" "Higher Management" "Somewhere In The Middle" "Census Tract 29.13, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 11.01, Santa Barbara County, California" "No"
"Walking" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 11.01, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 11.01, Santa Barbara County, California" "No"
"Walking" "Employee" "Female" "Married" "Health Insurance" "High School" "Not Home Office" "30-39" "Other" "Rather Low" "Census Tract 11.01, Santa Barbara County, California" "No"
"Walking" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "60+" "Education" "Rather Low" "Census Tract 12.03, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "Bachelor" "Not Home Office" "18-29" "Education" "Rather Low" "Census Tract 8.01, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "Bachelor" "Not Home Office" "40-49" "Higher Management" "Rather High" "Census Tract 30.07, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Male" "Married" "Health Insurance" "Doctoral or Higher" "Not Home Office" "60+" "Education" "Somewhere In The Middle" "Census Tract 29.07, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Female" "Married" "Health Insurance" "Bachelor" "Not Home Office" "50-59" "Other" "Rather Low" "Census Tract 8.01, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Male" "Married" "No Health Insurance" "No Education" "Not Home Office" "40-49" "Other" "Somewhere In The Middle" "Census Tract 8.01, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Female" "Married" "Health Insurance" "Bachelor" "Not Home Office" "50-59" "Other" "Rather Low" "Census Tract 30.01, Santa Barbara County, California" "Yes"
"Biking" "Employee" "Male" "Married" "Health Insurance" "Bachelor" "Not Home Office" "50-59" "Other" "Very High" "Census Tract 30.07, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "Bachelor" "Not Home Office" "50-59" "Other" "Somewhere In The Middle" "Census Tract 30.01, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "No Education" "Not Home Office" "30-39" "Other" "Very Low" "Census Tract 30.01, Santa Barbara County, California" "Yes"
"Public Transit" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 1.02, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 1.02, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Female" "Separated, Divorced, Widowed" "Health Insurance" "High School" "Not Home Office" "60+" "Education" "Rather Low" "Census Tract 1.02, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Education" "Rather Low" "Census Tract 1.02, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 1.02, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 1.02, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Business Development" "Very Low" "Census Tract 1.02, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Rather Low" "Census Tract 29.30, Santa Barbara County, California" "Yes"
"Public Transit" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Education" "Very Low" "Census Tract 29.30, Santa Barbara County, California" "No"
"Biking" "Employee" "Male" "Not Married" "Health Insurance" "Master" "Not Home Office" "18-29" "Education" "Somewhere In The Middle" "Census Tract 29.30, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "Master" "Not Home Office" "18-29" "Education" "Very Low" "Census Tract 29.30, Santa Barbara County, California" "Yes"
"Biking" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Art" "Very Low" "Census Tract 29.30, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 29.30, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 29.30, Santa Barbara County, California" "Yes"
"Walking" "Employee" "Male" "Married" "Health Insurance" "Doctoral or Higher" "Not Home Office" "50-59" "Education" "Somewhere In The Middle" "Census Tract 4, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "Bachelor" "Not Home Office" "60+" "Other" "Rather High" "Census Tract 5.01, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Male" "Married" "Health Insurance" "Doctoral or Higher" "Not Home Office" "40-49" "Education" "Somewhere In The Middle" "Census Tract 30.05, Santa Barbara County, California" "No"
"Public Transit" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Education" "Very Low" "Census Tract 4, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 4, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "60+" "Other" "Somewhere In The Middle" "Census Tract 4, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Male" "Married" "Health Insurance" "High School" "Not Home Office" "30-39" "Other" "Somewhere In The Middle" "Census Tract 4, Santa Barbara County, California" "Yes"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Rather Low" "Census Tract 4, Santa Barbara County, California" "No"
"Biking" "Employee" "Male" "Married" "Health Insurance" "High School" "Not Home Office" "60+" "PR, Marketing, Sales, Advertising" "Very Low" "Census Tract 17.06, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Business Development" "Very Low" "Census Tract 17.06, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Rather Low" "Census Tract 29.22, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Married" "No Health Insurance" "No Education" "Not Home Office" "60+" "Other" "Very Low" "Census Tract 29.22, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Married" "No Health Insurance" "High School" "Not Home Office" "60+" "Other" "Rather Low" "Census Tract 29.22, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "Master" "Not Home Office" "60+" "Education" "Very Low" "Census Tract 29.22, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "Bachelor" "Not Home Office" "18-29" "Other" "Rather Low" "Census Tract 29.22, Santa Barbara County, California" "No"
"Driving" "Freelancer" "Female" "Not Married" "No Health Insurance" "High School" "Not Home Office" "50-59" "Other" "Very Low" "Census Tract 29.22, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Rather Low" "Census Tract 29.22, Santa Barbara County, California" "No"
"Biking" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Rather Low" "Census Tract 29.22, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Rather Low" "Census Tract 29.22, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Rather Low" "Census Tract 29.22, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 29.22, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "Bachelor" "Not Home Office" "50-59" "PR, Marketing, Sales, Advertising" "Rather High" "Census Tract 7, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "Master" "Not Home Office" "18-29" "Education" "Rather Low" "Census Tract 30.05, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "30-39" "Other" "Rather Low" "Census Tract 30.05, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Separated, Divorced, Widowed" "Health Insurance" "Bachelor" "Not Home Office" "50-59" "Education" "Somewhere In The Middle" "Census Tract 29.07, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "60+" "Education" "Rather Low" "Census Tract 30.05, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "Master" "Not Home Office" "60+" "Research" "Rather High" "Census Tract 7, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Separated, Divorced, Widowed" "Health Insurance" "High School" "Not Home Office" "50-59" "Other" "Rather Low" "Census Tract 30.05, Santa Barbara County, California" "No"
"Public Transit" "Employee" "Male" "Married" "Health Insurance" "Bachelor" "Not Home Office" "50-59" "Education" "Somewhere In The Middle" "Census Tract 6, Santa Barbara County, California" "No"
"Biking" "Employee" "Male" "Not Married" "Health Insurance" "No Education" "Not Home Office" "50-59" "Other" "Rather Low" "Census Tract 6, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Rather Low" "Census Tract 2, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Rather Low" "Census Tract 2, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "No Health Insurance" "High School" "Not Home Office" "40-49" "Other" "Very Low" "Census Tract 2, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 2, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 12.08, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 12.08, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Separated, Divorced, Widowed" "Health Insurance" "No Education" "Not Home Office" "40-49" "Other" "Very Low" "Census Tract 29.13, Santa Barbara County, California" "No"
"Driving" "Freelancer" "Male" "Separated, Divorced, Widowed" "No Health Insurance" "High School" "Not Home Office" "60+" "Other" "Somewhere In The Middle" "Census Tract 29.13, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "Bachelor" "Not Home Office" "18-29" "Research" "Very Low" "Census Tract 29.06, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Married" "Health Insurance" "High School" "Not Home Office" "50-59" "Other" "Somewhere In The Middle" "Census Tract 29.06, Santa Barbara County, California" "No"
"Walking" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Higher Management" "Rather Low" "Census Tract 29.06, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 29.06, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 29.06, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "Bachelor" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 5.02, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Rather Low" "Census Tract 5.02, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "Master" "Not Home Office" "18-29" "Other" "Somewhere In The Middle" "Census Tract 5.02, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "Bachelor" "Not Home Office" "18-29" "Other" "Somewhere In The Middle" "Census Tract 5.02, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Married" "Health Insurance" "Doctoral or Higher" "Not Home Office" "18-29" "Education" "Somewhere In The Middle" "Census Tract 29.09, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "Master" "Not Home Office" "30-39" "Education" "Very Low" "Census Tract 29.09, Santa Barbara County, California" "No"
"Walking" "Freelancer" "Male" "Married" "Health Insurance" "Bachelor" "Not Home Office" "50-59" "Art" "Rather Low" "Census Tract 29.09, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "Master" "Not Home Office" "30-39" "Other" "Somewhere In The Middle" "Census Tract 13.06, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 29.09, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Education" "Rather Low" "Census Tract 29.09, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "Bachelor" "Not Home Office" "18-29" "Other" "Somewhere In The Middle" "Census Tract 29.09, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Married" "No Health Insurance" "Doctoral or Higher" "Not Home Office" "60+" "Other" "Very Low" "Census Tract 29.09, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "Master" "Not Home Office" "18-29" "Education" "Rather Low" "Census Tract 13.04, Santa Barbara County, California" "No"
"Walking" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "30-39" "Other" "Somewhere In The Middle" "Census Tract 30.04, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 13.04, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "Master" "Not Home Office" "18-29" "Education" "Somewhere In The Middle" "Census Tract 13.04, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "Master" "Not Home Office" "18-29" "Education" "Somewhere In The Middle" "Census Tract 13.04, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "Bachelor" "Not Home Office" "18-29" "Education" "Rather Low" "Census Tract 14.02, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "Bachelor" "Not Home Office" "30-39" "Education" "Somewhere In The Middle" "Census Tract 14.02, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "Doctoral or Higher" "Not Home Office" "40-49" "Higher Management" "Somewhere In The Middle" "Census Tract 14.02, Santa Barbara County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "Bachelor" "Not Home Office" "30-39" "Other" "Rather Low" "Census Tract 29.07, Santa Barbara County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "No Education" "Not Home Office" "50-59" "Other" "Rather Low" "Census Tract 45.06, Ventura County, California" "No"
"Driving" "Employee" "Male" "Separated, Divorced, Widowed" "No Health Insurance" "No Education" "Not Home Office" "50-59" "Other" "Very Low" "Census Tract 45.06, Ventura County, California" "No"
